ID,LONGITUDE,LATITUDE,MOISTURE,CROP,ALTITUDE,DRY_BU_AC,Watershed,Treatment,Year_,Site
3810,-93.249171,41.557628,1.71,"""CORN""",872.5,191.1179,Interim1,B,2010,Interim
3811,-93.249181,41.557638,1.69,"""CORN""",872.6,185.3026,Interim1,B,2010,Interim
3812,-93.249191,41.557646,1.669999,"""CORN""",872.8,200.1827,Interim1,B,2010,Interim
3813,-93.249213,41.557663,1.679999,"""CORN""",873,187.6881,Interim1,B,2010,Interim
3814,-93.249225,41.55767,1.649999,"""CORN""",873.3,201.4772,Interim1,B,2010,Interim
3815,-93.249238,41.557677,1.659999,"""CORN""",873.4,193.107,Interim1,B,2010,Interim
3816,-93.249252,41.557683,1.669999,"""CORN""",873.4,184.3885,Interim1,B,2010,Interim
3817,-93.249266,41.557689,1.629999,"""CORN""",873.5,170.6938,Interim1,B,2010,Interim
3818,-93.249295,41.557699,1.61,"""CORN""",873.6,158.269,Interim1,B,2010,Interim
3819,-93.249311,41.557703,1.61,"""CORN""",873.6,169.336,Interim1,B,2010,Interim
3820,-93.249343,41.557711,1.659999,"""CORN""",873.4,177.1286,Interim1,B,2010,Interim
3821,-93.249359,41.557713,1.669999,"""CORN""",873.3,193.7475,Interim1,B,2010,Interim
3822,-93.249376,41.557715,1.669999,"""CORN""",873,177.6187,Interim1,B,2010,Interim
3823,-93.249411,41.557718,1.679999,"""CORN""",872.5,162.7586,Interim1,B,2010,Interim
3824,-93.249429,41.557719,1.74,"""CORN""",872.2,167.1425,Interim1,B,2010,Interim
3825,-93.249451,41.557718,1.75,"""CORN""",871.8,171.8722,Interim1,B,2010,Interim
3826,-93.249472,41.557717,1.779999,"""CORN""",871.5,175.8798,Interim1,B,2010,Interim
3827,-93.249578,41.557714,1.74,"""CORN""",871,188.6278,Interim1,B,2010,Interim
3828,-93.249614,41.557714,1.69,"""CORN""",871.6,144.2315,Interim1,B,2010,Interim
3829,-93.249677,41.557715,1.659999,"""CORN""",872.7,100.8141,Interim1,B,2010,Interim
3830,-93.249701,41.557714,1.61,"""CORN""",873.1,66.7788,Interim1,B,2010,Interim
3831,-93.249749,41.557712,1.6,"""CORN""",873.7,66.1584,Interim1,B,2010,Interim
3832,-93.249795,41.557708,1.549999,"""CORN""",874.3,57.9453,Interim1,B,2010,Interim
3833,-93.249817,41.557705,1.549999,"""CORN""",874.6,83.16,Interim1,B,2010,Interim
3834,-93.249886,41.557694,1.62,"""CORN""",875.6,123.7668,Interim1,B,2010,Interim
3835,-93.249908,41.557689,1.669999,"""CORN""",875.8,153.2236,Interim1,B,2010,Interim
3836,-93.249954,41.557677,1.679999,"""CORN""",876.2,164.5485,Interim1,B,2010,Interim
3837,-93.249999,41.557663,1.649999,"""CORN""",876.5,168.6669,Interim1,B,2010,Interim
3838,-93.250066,41.557643,1.59,"""CORN""",876.9,130.9904,Interim1,B,2010,Interim
3839,-93.250133,41.55762,1.57,"""CORN""",877.1,79.8609,Interim1,B,2010,Interim
3840,-93.2502,41.557599,1.58,"""CORN""",877,70.1707,Interim1,B,2010,Interim
3841,-93.250267,41.557578,1.559999,"""CORN""",877.2,108.0783,Interim1,B,2010,Interim
3847,-93.250227,41.557531,1.47,"""CORN""",875.3,90.1012,Interim1,B,2010,Interim
3848,-93.250159,41.557553,1.46,"""CORN""",875.1,88.6757,Interim1,B,2010,Interim
3849,-93.24917,41.557465,1.46,"""CORN""",889.7,135.3079,Interim1,B,2010,Interim
3850,-93.249171,41.557461,1.58,"""CORN""",889.7,131.8197,Interim1,B,2010,Interim
3851,-93.249172,41.557458,1.57,"""CORN""",875,161.67,Interim1,B,2010,Interim
3852,-93.249171,41.557448,1.559999,"""CORN""",874.9,236.7347,Interim1,B,2010,Interim
3853,-93.249173,41.557435,1.519999,"""CORN""",874.9,145.1534,Interim1,B,2010,Interim
3854,-93.249177,41.557406,1.509999,"""CORN""",875,101.3194,Interim1,B,2010,Interim
3855,-93.249178,41.55739,1.5,"""CORN""",874.9,87.615,Interim1,B,2010,Interim
3856,-93.249183,41.557356,1.49,"""CORN""",874.9,102.7402,Interim1,B,2010,Interim
3857,-93.249185,41.557337,1.48,"""CORN""",875,85.4151,Interim1,B,2010,Interim
3858,-93.249179,41.557306,1.47,"""CORN""",873.1,60.5547,Interim1,B,2010,Interim
3859,-93.24918,41.557287,1.46,"""CORN""",873.2,68.7644,Interim1,B,2010,Interim
3860,-93.249182,41.557249,1.44,"""CORN""",873.7,61.1173,Interim1,B,2010,Interim
3861,-93.24918,41.557211,1.419999,"""CORN""",874.2,77.9841,Interim1,B,2010,Interim
3862,-93.249174,41.557151,1.429999,"""CORN""",874.1,79.3231,Interim1,B,2010,Interim
3891,-93.249257,41.557154,1.48,"""CORN""",867.1,106.4109,Interim1,B,2010,Interim
3892,-93.249261,41.557194,1.49,"""CORN""",867,122.8195,Interim1,B,2010,Interim
3893,-93.249261,41.557235,1.49,"""CORN""",866.6,144.2768,Interim1,B,2010,Interim
3894,-93.249258,41.557275,1.49,"""CORN""",866.3,147.1491,Interim1,B,2010,Interim
3895,-93.249253,41.557334,1.509999,"""CORN""",866.2,140.3386,Interim1,B,2010,Interim
3896,-93.24925,41.557394,1.529999,"""CORN""",866.5,141.968,Interim1,B,2010,Interim
3897,-93.24925,41.557414,1.57,"""CORN""",866.4,172.2214,Interim1,B,2010,Interim
3898,-93.249252,41.557433,1.559999,"""CORN""",866.3,199.0068,Interim1,B,2010,Interim
3899,-93.249261,41.557501,1.61,"""CORN""",866.6,253.3255,Interim1,B,2010,Interim
3900,-93.249269,41.557526,1.6,"""CORN""",867.5,179.2213,Interim1,B,2010,Interim
3901,-93.249285,41.557572,1.59,"""CORN""",869,156.1018,Interim1,B,2010,Interim
3902,-93.249293,41.557588,1.47,"""CORN""",869.4,64.7799,Interim1,B,2010,Interim
3903,-93.249402,41.557653,1.659999,"""CORN""",870.3,177.7846,Interim1,B,2010,Interim
3904,-93.249383,41.557618,1.669999,"""CORN""",869.6,196.1252,Interim1,B,2010,Interim
3905,-93.249363,41.557577,1.7,"""CORN""",868.5,201.7823,Interim1,B,2010,Interim
3906,-93.249351,41.55755,1.74,"""CORN""",867.9,221.035,Interim1,B,2010,Interim
3907,-93.249337,41.557506,1.73,"""CORN""",866.6,261.8104,Interim1,B,2010,Interim
3908,-93.24933,41.557477,1.71,"""CORN""",865.8,259.8002,Interim1,B,2010,Interim
3909,-93.249323,41.557421,1.72,"""CORN""",865.4,244.1362,Interim1,B,2010,Interim
3910,-93.249322,41.557381,1.71,"""CORN""",865.8,203.7429,Interim1,B,2010,Interim
3911,-93.249325,41.557333,1.679999,"""CORN""",865.5,183.1378,Interim1,B,2010,Interim
3912,-93.249327,41.557299,1.659999,"""CORN""",865.6,198.4084,Interim1,B,2010,Interim
3913,-93.249329,41.557281,1.659999,"""CORN""",865.6,168.1783,Interim1,B,2010,Interim
3914,-93.24933,41.557246,1.62,"""CORN""",865.9,152.0247,Interim1,B,2010,Interim
3915,-93.24933,41.557193,1.59,"""CORN""",866.4,132.957,Interim1,B,2010,Interim
3916,-93.249329,41.557176,1.6,"""CORN""",866.5,131.2323,Interim1,B,2010,Interim
3917,-93.249326,41.557139,1.6,"""CORN""",866.6,121.2905,Interim1,B,2010,Interim
3944,-93.249396,41.557127,1.559999,"""CORN""",864.4,144.3979,Interim1,B,2010,Interim
3945,-93.249403,41.557185,1.559999,"""CORN""",864.2,160.9924,Interim1,B,2010,Interim
3946,-93.249403,41.557225,1.549999,"""CORN""",864,168.7481,Interim1,B,2010,Interim
3947,-93.249403,41.557244,1.59,"""CORN""",864,156.8257,Interim1,B,2010,Interim
3948,-93.249401,41.557301,1.659999,"""CORN""",864,172.0513,Interim1,B,2010,Interim
3949,-93.249399,41.557358,1.679999,"""CORN""",864.4,176.024,Interim1,B,2010,Interim
3950,-93.249399,41.557376,1.679999,"""CORN""",864.4,174.1853,Interim1,B,2010,Interim
3951,-93.249399,41.557392,1.659999,"""CORN""",864.3,129.9189,Interim1,B,2010,Interim
3952,-93.249382,41.557619,1.71,"""CORN""",869.4,12.9978,Interim1,B,2010,Interim
3953,-93.249392,41.557617,1.71,"""CORN""",869.2,50.644,Interim1,B,2010,Interim
3954,-93.249402,41.557617,1.629999,"""CORN""",869.1,94.4543,Interim1,B,2010,Interim
3955,-93.24942,41.557615,1.629999,"""CORN""",868.8,94.1793,Interim1,B,2010,Interim
3956,-93.249425,41.557608,1.659999,"""CORN""",868.4,46.9459,Interim1,B,2010,Interim
3957,-93.249439,41.557607,1.62,"""CORN""",868.4,125.3417,Interim1,B,2010,Interim
3958,-93.249486,41.557605,1.649999,"""CORN""",867.5,215.1917,Interim1,B,2010,Interim
3959,-93.249518,41.557604,1.62,"""CORN""",867,235.2194,Interim1,B,2010,Interim
3960,-93.249575,41.557605,1.6,"""CORN""",867.2,206.8529,Interim1,B,2010,Interim
3961,-93.249633,41.557605,1.58,"""CORN""",868,182.4507,Interim1,B,2010,Interim
3962,-93.249675,41.557603,1.58,"""CORN""",868.7,186.8744,Interim1,B,2010,Interim
3963,-93.249739,41.557599,1.58,"""CORN""",869.6,189.6521,Interim1,B,2010,Interim
3964,-93.249804,41.557592,1.59,"""CORN""",870.3,194.5687,Interim1,B,2010,Interim
3965,-93.249826,41.557588,1.57,"""CORN""",870.4,190.9646,Interim1,B,2010,Interim
3966,-93.249848,41.557584,1.559999,"""CORN""",870.5,190.1167,Interim1,B,2010,Interim
3967,-93.24991,41.557569,1.539999,"""CORN""",871.1,185.7134,Interim1,B,2010,Interim
3968,-93.249931,41.557564,1.509999,"""CORN""",871.2,149.7125,Interim1,B,2010,Interim
3969,-93.249994,41.557545,1.49,"""CORN""",871.4,109.0066,Interim1,B,2010,Interim
3970,-93.250055,41.557525,1.48,"""CORN""",871.6,82.9167,Interim1,B,2010,Interim
3971,-93.250116,41.557505,1.47,"""CORN""",871.6,68.0715,Interim1,B,2010,Interim
3972,-93.250177,41.557484,1.47,"""CORN""",871.6,58.6909,Interim1,B,2010,Interim
3973,-93.250199,41.557478,1.46,"""CORN""",871.7,74.9773,Interim1,B,2010,Interim
3979,-93.250219,41.557414,1.529999,"""CORN""",869.6,103.9142,Interim1,B,2010,Interim
3980,-93.250172,41.557428,1.529999,"""CORN""",869.5,98.2889,Interim1,B,2010,Interim
3981,-93.250103,41.557451,1.539999,"""CORN""",869.4,128.1158,Interim1,B,2010,Interim
3982,-93.250031,41.557475,1.559999,"""CORN""",869.5,152.9295,Interim1,B,2010,Interim
3983,-93.249956,41.557498,1.57,"""CORN""",869.4,185.9808,Interim1,B,2010,Interim
3984,-93.249906,41.557513,1.6,"""CORN""",869.4,195.3873,Interim1,B,2010,Interim
3985,-93.249856,41.557526,1.61,"""CORN""",869.2,205.4049,Interim1,B,2010,Interim
3986,-93.24981,41.557536,1.59,"""CORN""",868.9,238.8628,Interim1,B,2010,Interim
3987,-93.249789,41.557539,1.61,"""CORN""",868.8,229.2612,Interim1,B,2010,Interim
3988,-93.249769,41.557542,1.629999,"""CORN""",868.6,247.245,Interim1,B,2010,Interim
3989,-93.249728,41.557546,1.62,"""CORN""",868.1,245.8003,Interim1,B,2010,Interim
3990,-93.249666,41.557549,1.669999,"""CORN""",867.3,223.533,Interim1,B,2010,Interim
3991,-93.249603,41.55755,1.679999,"""CORN""",866.2,257.1998,Interim1,B,2010,Interim
3992,-93.249583,41.55755,1.72,"""CORN""",865.9,247.8427,Interim1,B,2010,Interim
3993,-93.249543,41.557549,1.71,"""CORN""",865.6,234.8354,Interim1,B,2010,Interim
3994,-93.24949,41.55755,1.679999,"""CORN""",866.3,248.9637,Interim1,B,2010,Interim
3995,-93.249471,41.557551,1.649999,"""CORN""",866.7,242.2351,Interim1,B,2010,Interim
3996,-93.249427,41.557553,1.61,"""CORN""",867.5,122.2494,Interim1,B,2010,Interim
3997,-93.249358,41.557499,1.72,"""CORN""",865.9,228.6624,Interim1,B,2010,Interim
3998,-93.24937,41.557499,1.71,"""CORN""",865.9,240.024,Interim1,B,2010,Interim
3999,-93.249423,41.557497,1.679999,"""CORN""",865.3,181.7107,Interim1,B,2010,Interim
4000,-93.24944,41.557495,1.679999,"""CORN""",865.3,191.0349,Interim1,B,2010,Interim
4001,-93.249458,41.557494,1.71,"""CORN""",865,241.0604,Interim1,B,2010,Interim
4002,-93.249516,41.557492,1.74,"""CORN""",864.2,218.8423,Interim1,B,2010,Interim
4003,-93.249607,41.557489,1.71,"""CORN""",864.2,195.2624,Interim1,B,2010,Interim
4004,-93.249672,41.557486,1.679999,"""CORN""",864.9,194.3956,Interim1,B,2010,Interim
4005,-93.249737,41.557482,1.7,"""CORN""",865.7,214.3158,Interim1,B,2010,Interim
4006,-93.249759,41.55748,1.71,"""CORN""",865.9,198.477,Interim1,B,2010,Interim
4007,-93.249781,41.557477,1.71,"""CORN""",866,217.962,Interim1,B,2010,Interim
4008,-93.249825,41.55747,1.69,"""CORN""",866.3,215.7214,Interim1,B,2010,Interim
4009,-93.249849,41.557465,1.669999,"""CORN""",866.4,210.9486,Interim1,B,2010,Interim
4010,-93.249918,41.557447,1.629999,"""CORN""",866.6,207.4225,Interim1,B,2010,Interim
4011,-93.249964,41.557434,1.6,"""CORN""",866.7,208.1988,Interim1,B,2010,Interim
4012,-93.250031,41.557413,1.6,"""CORN""",866.9,200.5673,Interim1,B,2010,Interim
4013,-93.2501,41.55739,1.61,"""CORN""",867,145.549,Interim1,B,2010,Interim
4014,-93.250172,41.557368,1.559999,"""CORN""",866.8,95.6187,Interim1,B,2010,Interim
4015,-93.250195,41.557361,1.58,"""CORN""",866.9,124.1868,Interim1,B,2010,Interim
4021,-93.250166,41.557311,1.519999,"""CORN""",864.3,173.4116,Interim1,B,2010,Interim
4022,-93.250098,41.557334,1.529999,"""CORN""",864.4,169.3262,Interim1,B,2010,Interim
4023,-93.250075,41.557341,1.519999,"""CORN""",864.4,166.1465,Interim1,B,2010,Interim
4024,-93.250004,41.557363,1.529999,"""CORN""",864.3,170.6814,Interim1,B,2010,Interim
4025,-93.249935,41.557385,1.519999,"""CORN""",864.4,164.6022,Interim1,B,2010,Interim
4026,-93.249896,41.557397,1.549999,"""CORN""",864.3,195.5419,Interim1,B,2010,Interim
4027,-93.249837,41.557412,1.529999,"""CORN""",864.2,181.113,Interim1,B,2010,Interim
4028,-93.249818,41.557416,1.549999,"""CORN""",864.3,174.4954,Interim1,B,2010,Interim
4029,-93.249796,41.55742,1.57,"""CORN""",864,193.3967,Interim1,B,2010,Interim
4030,-93.249751,41.557425,1.58,"""CORN""",863.8,181.3724,Interim1,B,2010,Interim
4031,-93.249683,41.557431,1.58,"""CORN""",863.2,193.5723,Interim1,B,2010,Interim
4032,-93.249615,41.557433,1.57,"""CORN""",862.8,195.4351,Interim1,B,2010,Interim
4033,-93.249543,41.557436,1.57,"""CORN""",862.5,153.7111,Interim1,B,2010,Interim
4034,-93.249476,41.557439,1.549999,"""CORN""",863.5,135.3471,Interim1,B,2010,Interim
4035,-93.24943,41.557441,1.519999,"""CORN""",863.8,90.4896,Interim1,B,2010,Interim
4036,-93.249473,41.557401,1.559999,"""CORN""",862.5,186.8644,Interim1,B,2010,Interim
4037,-93.249472,41.557391,1.57,"""CORN""",862.8,250.1358,Interim1,B,2010,Interim
4038,-93.249472,41.557377,1.559999,"""CORN""",862.7,167.4883,Interim1,B,2010,Interim
4039,-93.249474,41.557349,1.539999,"""CORN""",862.9,166.3476,Interim1,B,2010,Interim
4040,-93.249474,41.557316,1.49,"""CORN""",862.7,134.1223,Interim1,B,2010,Interim
4041,-93.249476,41.557261,1.46,"""CORN""",862.6,89.3,Interim1,B,2010,Interim
4042,-93.249476,41.557225,1.45,"""CORN""",862.6,68.7665,Interim1,B,2010,Interim
4043,-93.249474,41.557168,1.429999,"""CORN""",862.5,63.8995,Interim1,B,2010,Interim
4044,-93.249472,41.557148,1.45,"""CORN""",862.5,59.2873,Interim1,B,2010,Interim
4071,-93.249513,41.557106,1.44,"""CORN""",861.4,39.5493,Interim1,B,2010,Interim
4072,-93.249511,41.557146,1.45,"""CORN""",861.6,49.5146,Interim1,B,2010,Interim
4073,-93.249511,41.557169,1.45,"""CORN""",861.7,53.5467,Interim1,B,2010,Interim
4074,-93.249513,41.557216,1.509999,"""CORN""",861.7,67.1055,Interim1,B,2010,Interim
4075,-93.249518,41.557282,1.519999,"""CORN""",861.7,75.81,Interim1,B,2010,Interim
4076,-93.249523,41.557331,1.57,"""CORN""",861.7,66.5625,Interim1,B,2010,Interim
4077,-93.249525,41.557342,1.59,"""CORN""",861.7,112.9771,Interim1,B,2010,Interim
4078,-93.249526,41.557346,1.57,"""CORN""",861.7,148.9951,Interim1,B,2010,Interim
4079,-93.249479,41.557378,1.639999,"""CORN""",862.1,32.0142,Interim1,B,2010,Interim
4080,-93.249498,41.55738,1.59,"""CORN""",861.6,45.2892,Interim1,B,2010,Interim
4081,-93.249515,41.557381,1.629999,"""CORN""",861.5,61.9476,Interim1,B,2010,Interim
4082,-93.24953,41.557381,1.649999,"""CORN""",861.1,55.8901,Interim1,B,2010,Interim
4083,-93.249541,41.557381,1.679999,"""CORN""",860.9,111.8548,Interim1,B,2010,Interim
4084,-93.249556,41.55738,1.74,"""CORN""",860.7,223.9534,Interim1,B,2010,Interim
4085,-93.249602,41.557375,1.759999,"""CORN""",860.1,215.3346,Interim1,B,2010,Interim
4086,-93.249663,41.557365,1.809999,"""CORN""",860,164.4439,Interim1,B,2010,Interim
4087,-93.249732,41.557353,1.82,"""CORN""",860,169.5673,Interim1,B,2010,Interim
4088,-93.249808,41.557339,1.809999,"""CORN""",860,185.9911,Interim1,B,2010,Interim
4089,-93.249833,41.557333,1.82,"""CORN""",859.9,183.75,Interim1,B,2010,Interim
4090,-93.249883,41.557322,1.759999,"""CORN""",860.1,193.7517,Interim1,B,2010,Interim
4091,-93.249958,41.557302,1.75,"""CORN""",860.3,194.306,Interim1,B,2010,Interim
4092,-93.250032,41.557284,1.72,"""CORN""",860.4,170.2737,Interim1,B,2010,Interim
4093,-93.250057,41.557277,1.72,"""CORN""",860.5,168.4125,Interim1,B,2010,Interim
4122,-93.24959,41.557077,1.59,"""CORN""",859.1,140.2923,Interim1,B,2010,Interim
4123,-93.249585,41.557113,1.62,"""CORN""",859.4,132.5854,Interim1,B,2010,Interim
4124,-93.249584,41.557131,1.659999,"""CORN""",859.4,153.155,Interim1,B,2010,Interim
4125,-93.249584,41.557168,1.629999,"""CORN""",859.6,133.5241,Interim1,B,2010,Interim
4126,-93.249586,41.557224,1.679999,"""CORN""",859.7,151.6462,Interim1,B,2010,Interim
4127,-93.249591,41.557279,1.679999,"""CORN""",859.7,165.3174,Interim1,B,2010,Interim
4128,-93.249595,41.557315,1.69,"""CORN""",859.9,184.929,Interim1,B,2010,Interim
4129,-93.249595,41.557333,1.639999,"""CORN""",859.9,130.4571,Interim1,B,2010,Interim
175,-93.246756,41.558157,1.19,"""SOYBEANS""",917.7,50.237,Interim2,A,2007,Interim
176,-93.246718,41.558134,1.19,"""SOYBEANS""",917.7,59.2102,Interim2,A,2007,Interim
177,-93.246681,41.55811,1.19,"""SOYBEANS""",918,69.4279,Interim2,A,2007,Interim
178,-93.246643,41.558085,1.19,"""SOYBEANS""",918,69.2969,Interim2,A,2007,Interim
179,-93.246606,41.55806,1.19,"""SOYBEANS""",918,72.3749,Interim2,A,2007,Interim
180,-93.246566,41.558035,1.19,"""SOYBEANS""",918,67.4833,Interim2,A,2007,Interim
181,-93.246526,41.55801,1.19,"""SOYBEANS""",918.3,67.1746,Interim2,A,2007,Interim
182,-93.246486,41.557984,1.19,"""SOYBEANS""",918,66.4142,Interim2,A,2007,Interim
183,-93.246446,41.557957,1.19,"""SOYBEANS""",918.3,66.1468,Interim2,A,2007,Interim
184,-93.246408,41.557929,1.19,"""SOYBEANS""",918.3,63.0548,Interim2,A,2007,Interim
185,-93.246368,41.5579,1.19,"""SOYBEANS""",918.3,73.039,Interim2,A,2007,Interim
186,-93.246328,41.557872,1.19,"""SOYBEANS""",918.3,67.4688,Interim2,A,2007,Interim
187,-93.246288,41.557842,1.19,"""SOYBEANS""",918.3,66.0094,Interim2,A,2007,Interim
188,-93.246251,41.55781,1.19,"""SOYBEANS""",918.3,64.4625,Interim2,A,2007,Interim
189,-93.246218,41.557777,1.19,"""SOYBEANS""",918.3,65.214,Interim2,A,2007,Interim
190,-93.246184,41.557742,1.19,"""SOYBEANS""",918.3,64.5203,Interim2,A,2007,Interim
191,-93.246154,41.557707,1.19,"""SOYBEANS""",918,65.6566,Interim2,A,2007,Interim
192,-93.246126,41.55767,1.19,"""SOYBEANS""",918,65.4842,Interim2,A,2007,Interim
193,-93.246098,41.557634,1.19,"""SOYBEANS""",917.7,69.5248,Interim2,A,2007,Interim
194,-93.246073,41.557595,1.19,"""SOYBEANS""",917.7,69.5086,Interim2,A,2007,Interim
195,-93.246051,41.557555,1.19,"""SOYBEANS""",917.3,63.9319,Interim2,A,2007,Interim
196,-93.246034,41.557515,1.19,"""SOYBEANS""",917.3,63.5294,Interim2,A,2007,Interim
197,-93.246016,41.557475,1.19,"""SOYBEANS""",917,63.9789,Interim2,A,2007,Interim
198,-93.246001,41.557434,1.19,"""SOYBEANS""",916.3,59.3477,Interim2,A,2007,Interim
199,-93.245984,41.557394,1.19,"""SOYBEANS""",916.3,66.5517,Interim2,A,2007,Interim
200,-93.245969,41.557352,1.19,"""SOYBEANS""",916.3,64.9667,Interim2,A,2007,Interim
201,-93.245959,41.557314,1.19,"""SOYBEANS""",917,61.3865,Interim2,A,2007,Interim
202,-93.245948,41.557274,1.19,"""SOYBEANS""",917.3,61.6163,Interim2,A,2007,Interim
203,-93.245936,41.557234,1.19,"""SOYBEANS""",917.3,60.7911,Interim2,A,2007,Interim
204,-93.245928,41.557194,1.19,"""SOYBEANS""",917.7,62.9842,Interim2,A,2007,Interim
205,-93.245918,41.557154,1.19,"""SOYBEANS""",918,60.2105,Interim2,A,2007,Interim
206,-93.245908,41.557112,1.19,"""SOYBEANS""",918,58.2113,Interim2,A,2007,Interim
207,-93.245898,41.557072,1.19,"""SOYBEANS""",918.3,54.4914,Interim2,A,2007,Interim
208,-93.245889,41.55703,1.19,"""SOYBEANS""",918.6,50.2817,Interim2,A,2007,Interim
209,-93.245884,41.55699,1.19,"""SOYBEANS""",918.6,53.7313,Interim2,A,2007,Interim
210,-93.245879,41.556949,1.19,"""SOYBEANS""",918.6,70.4529,Interim2,A,2007,Interim
211,-93.245874,41.556907,1.19,"""SOYBEANS""",918.6,65.9292,Interim2,A,2007,Interim
212,-93.245871,41.556865,1.19,"""SOYBEANS""",918.6,66.2781,Interim2,A,2007,Interim
213,-93.245868,41.556824,1.19,"""SOYBEANS""",918.6,64.7665,Interim2,A,2007,Interim
214,-93.245866,41.556782,1.19,"""SOYBEANS""",918.6,59.4758,Interim2,A,2007,Interim
215,-93.245866,41.55674,1.19,"""SOYBEANS""",918.6,65.1908,Interim2,A,2007,Interim
468,-93.246834,41.558119,1.19,"""SOYBEANS""",918.3,61.2872,Interim2,A,2007,Interim
469,-93.246793,41.558092,1.19,"""SOYBEANS""",918.3,59.4327,Interim2,A,2007,Interim
470,-93.246749,41.558064,1.19,"""SOYBEANS""",918.3,60.9358,Interim2,A,2007,Interim
471,-93.246708,41.558037,1.19,"""SOYBEANS""",918,58.2186,Interim2,A,2007,Interim
472,-93.246666,41.558009,1.19,"""SOYBEANS""",918.3,57.8139,Interim2,A,2007,Interim
473,-93.246623,41.557982,1.19,"""SOYBEANS""",918,57.804,Interim2,A,2007,Interim
474,-93.246578,41.557955,1.19,"""SOYBEANS""",918.3,60.434,Interim2,A,2007,Interim
475,-93.246536,41.557927,1.19,"""SOYBEANS""",918,53.7445,Interim2,A,2007,Interim
476,-93.246494,41.557897,1.19,"""SOYBEANS""",918,58.2042,Interim2,A,2007,Interim
477,-93.246453,41.557869,1.19,"""SOYBEANS""",918.3,56.9463,Interim2,A,2007,Interim
478,-93.246411,41.557839,1.19,"""SOYBEANS""",918,57.2021,Interim2,A,2007,Interim
479,-93.246369,41.55781,1.19,"""SOYBEANS""",918,63.4567,Interim2,A,2007,Interim
480,-93.246333,41.557779,1.19,"""SOYBEANS""",918,58.8725,Interim2,A,2007,Interim
481,-93.246298,41.557745,1.19,"""SOYBEANS""",918,61.8646,Interim2,A,2007,Interim
482,-93.246263,41.55771,1.19,"""SOYBEANS""",917.7,62.6576,Interim2,A,2007,Interim
483,-93.246231,41.557674,1.19,"""SOYBEANS""",917.3,60.3956,Interim2,A,2007,Interim
484,-93.246203,41.557637,1.19,"""SOYBEANS""",917,56.666,Interim2,A,2007,Interim
485,-93.246173,41.5576,1.19,"""SOYBEANS""",917,57.4239,Interim2,A,2007,Interim
486,-93.246149,41.55756,1.19,"""SOYBEANS""",916.7,58.0086,Interim2,A,2007,Interim
487,-93.246128,41.557519,1.19,"""SOYBEANS""",916.3,58.6425,Interim2,A,2007,Interim
488,-93.246109,41.557477,1.19,"""SOYBEANS""",916,61.5357,Interim2,A,2007,Interim
489,-93.246093,41.557435,1.19,"""SOYBEANS""",916,60.2004,Interim2,A,2007,Interim
490,-93.246081,41.557407,1.19,"""SOYBEANS""",915.7,57.8407,Interim2,A,2007,Interim
491,-93.246059,41.557352,1.19,"""SOYBEANS""",915,62.6515,Interim2,A,2007,Interim
492,-93.246048,41.557312,1.19,"""SOYBEANS""",915,60.3768,Interim2,A,2007,Interim
493,-93.246038,41.557274,1.19,"""SOYBEANS""",916,58.6229,Interim2,A,2007,Interim
494,-93.246028,41.557232,1.19,"""SOYBEANS""",916.7,56.7176,Interim2,A,2007,Interim
495,-93.246014,41.557189,1.19,"""SOYBEANS""",917,57.3328,Interim2,A,2007,Interim
496,-93.246004,41.557145,1.19,"""SOYBEANS""",917.3,55.0287,Interim2,A,2007,Interim
497,-93.245994,41.557102,1.19,"""SOYBEANS""",917.7,56.8088,Interim2,A,2007,Interim
498,-93.245986,41.557057,1.19,"""SOYBEANS""",918,57.5169,Interim2,A,2007,Interim
499,-93.245978,41.557014,1.19,"""SOYBEANS""",918.3,56.8907,Interim2,A,2007,Interim
500,-93.245974,41.556984,1.19,"""SOYBEANS""",918.3,58.7328,Interim2,A,2007,Interim
501,-93.245966,41.556927,1.19,"""SOYBEANS""",918.3,59.0046,Interim2,A,2007,Interim
502,-93.245963,41.556889,1.19,"""SOYBEANS""",918.3,63.8892,Interim2,A,2007,Interim
503,-93.245959,41.556862,1.19,"""SOYBEANS""",918.3,64.3849,Interim2,A,2007,Interim
504,-93.245954,41.55681,1.19,"""SOYBEANS""",918.6,61.7822,Interim2,A,2007,Interim
505,-93.245951,41.55677,1.19,"""SOYBEANS""",918.6,58.6024,Interim2,A,2007,Interim
506,-93.245951,41.55673,1.19,"""SOYBEANS""",918.6,54.7344,Interim2,A,2007,Interim
747,-93.246943,41.558105,1.19,"""SOYBEANS""",917.3,63.4368,Interim2,A,2007,Interim
748,-93.246899,41.55808,1.19,"""SOYBEANS""",917.3,64.1384,Interim2,A,2007,Interim
749,-93.246871,41.558062,1.19,"""SOYBEANS""",917.3,65.4247,Interim2,A,2007,Interim
750,-93.246828,41.558035,1.19,"""SOYBEANS""",917,62.7352,Interim2,A,2007,Interim
751,-93.246786,41.558007,1.19,"""SOYBEANS""",917,63.3711,Interim2,A,2007,Interim
752,-93.246746,41.557979,1.19,"""SOYBEANS""",917,58.5456,Interim2,A,2007,Interim
753,-93.246689,41.557942,1.19,"""SOYBEANS""",917,63.1386,Interim2,A,2007,Interim
754,-93.246648,41.557914,1.19,"""SOYBEANS""",916.7,64.4758,Interim2,A,2007,Interim
